,fileName,genus,family,ownerInstitutionCode,old_scientificName,new_scientificName
36,UWZM-F-0001607.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
37,UWZM-F-0001608.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
38,UWZM-F-0001609.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
39,UWZM-F-0001610.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
40,UWZM-F-0001611.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
41,UWZM-F-0001612.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
42,UWZM-F-0001613.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
43,UWZM-F-0001615.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
44,UWZM-F-0001616.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
45,UWZM-F-0001617.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
46,UWZM-F-0001618.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
47,UWZM-F-0001619.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
48,UWZM-F-0001620.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
49,UWZM-F-0001621.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
50,UWZM-F-0001623.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
51,UWZM-F-0001624.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
52,UWZM-F-0001625.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
53,UWZM-F-0001626.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
54,UWZM-F-0001627.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
55,UWZM-F-0001628.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
56,UWZM-F-0001629.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
57,UWZM-F-0001630.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
58,UWZM-F-0001631.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
59,UWZM-F-0001632.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
60,UWZM-F-0001633.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
61,UWZM-F-0001634.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
62,UWZM-F-0001635.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
63,UWZM-F-0001636.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
64,UWZM-F-0001637.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
65,UWZM-F-0001638.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
66,UWZM-F-0001639.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
67,UWZM-F-0001640.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
68,UWZM-F-0001641.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
69,UWZM-F-0001642.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
70,UWZM-F-0001643.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
71,UWZM-F-0001644.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
72,UWZM-F-0001645.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
73,UWZM-F-0001646.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
74,UWZM-F-0001647.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
75,UWZM-F-0001648.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
76,UWZM-F-0001649.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
77,UWZM-F-0001650.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
78,UWZM-F-0001651.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
79,UWZM-F-0001652.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
80,UWZM-F-0001653.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
81,UWZM-F-0001654.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
82,UWZM-F-0001656.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
83,UWZM-F-0001657.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
84,UWZM-F-0001658.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
85,UWZM-F-0001659.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
86,UWZM-F-0001661.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
87,UWZM-F-0001662.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
88,UWZM-F-0001663.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
89,UWZM-F-0004241.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis macrochirus,Lepomis macrochirus
90,UWZM-F-0001664.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
91,UWZM-F-0001665.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
92,UWZM-F-0001666.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
93,UWZM-F-0001667.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
94,UWZM-F-0001668.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
95,UWZM-F-0001669.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
96,UWZM-F-0001670.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
97,UWZM-F-0001671.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
98,UWZM-F-0001672.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
99,UWZM-F-0001673.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
100,UWZM-F-0001674.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
101,UWZM-F-0001675.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
102,UWZM-F-0001676.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
103,UWZM-F-0001677.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
104,UWZM-F-0001678.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
105,UWZM-F-0001679.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
106,UWZM-F-0001680.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
107,UWZM-F-0001681.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
108,UWZM-F-0001682.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
109,UWZM-F-0001683.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
110,UWZM-F-0001684.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
111,UWZM-F-0001686.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
112,UWZM-F-0001687.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
113,UWZM-F-0001688.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
114,UWZM-F-0001689.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
115,UWZM-F-0001690.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
116,UWZM-F-0001691.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
117,UWZM-F-0001692.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
118,UWZM-F-0001693.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
119,UWZM-F-0001694.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
120,UWZM-F-0001695.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
121,UWZM-F-0004238.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
122,UWZM-F-0004239.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
123,UWZM-F-0004240.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis megalotis,Lepomis megalotis
124,UWZM-F-0001696.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis microlophus,Lepomis microlophus
125,UWZM-F-0001697.JPG,Lepomis ,Centrarchidae,UWZM,Lepomis punctatus,Lepomis punctatus
126,UWZM-F-0000002.JPG,Alosa ,Clupeidae,UWZM,Alosa aestivalis,Alosa aestivalis
127,UWZM-F-0000003.JPG,Alosa ,Clupeidae,UWZM,Alosa chrysochloris,Alosa chrysochloris
128,UWZM-F-0000004.JPG,Alosa ,Clupeidae,UWZM,Alosa chrysochloris,Alosa chrysochloris
129,UWZM-F-0000005.JPG,Alosa ,Clupeidae,UWZM,Alosa chrysochloris,Alosa chrysochloris
130,UWZM-F-0000006.JPG,Alosa ,Clupeidae,UWZM,Alosa chrysochloris,Alosa chrysochloris
131,UWZM-F-0000008.JPG,Alosa ,Clupeidae,UWZM,Alosa chrysochloris,Alosa chrysochloris
132,UWZM-F-0004382.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
133,UWZM-F-0004383.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
134,UWZM-F-0004384.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
135,UWZM-F-0004385.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
136,UWZM-F-0004386.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
137,UWZM-F-0004387.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
138,UWZM-F-0004388.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
139,UWZM-F-0004389.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
140,UWZM-F-0004390.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
141,UWZM-F-0004392.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
142,UWZM-F-0004393.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
143,UWZM-F-0004394.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
144,UWZM-F-0004395.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
145,UWZM-F-0004396.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
146,UWZM-F-0004397.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
147,UWZM-F-0004398.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
148,UWZM-F-0004399.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
149,UWZM-F-0004400.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
150,UWZM-F-0004401.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
151,UWZM-F-0004408.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
152,UWZM-F-0004409.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
153,UWZM-F-0004410.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
154,UWZM-F-0004411.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
155,UWZM-F-0004412.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
156,UWZM-F-0004413.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
157,UWZM-F-0004414.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
158,UWZM-F-0004415.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
159,UWZM-F-0004416.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
160,UWZM-F-0004417.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
161,UWZM-F-0004418.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
162,UWZM-F-0004419.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
163,UWZM-F-0004420.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
164,UWZM-F-0004421.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
165,UWZM-F-0004422.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
166,UWZM-F-0004423.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
167,UWZM-F-0004424.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
168,UWZM-F-0004425.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
169,UWZM-F-0004426.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
170,UWZM-F-0004427.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
171,UWZM-F-0004428.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
172,UWZM-F-0004429.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
173,UWZM-F-0004430.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
174,UWZM-F-0004431.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
175,UWZM-F-0004432.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
176,UWZM-F-0004433.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
177,UWZM-F-0004434.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
178,UWZM-F-0004435.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
179,UWZM-F-0004436.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
180,UWZM-F-0004437.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
181,UWZM-F-0004438.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
182,UWZM-F-0004439.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
183,UWZM-F-0004440.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
184,UWZM-F-0004441.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
185,UWZM-F-0004442.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
186,UWZM-F-0004443.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
187,UWZM-F-0004444.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
188,UWZM-F-0004445.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
189,UWZM-F-0004446.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
190,UWZM-F-0004447.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
191,UWZM-F-0004448.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
192,UWZM-F-0004449.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
193,UWZM-F-0004450.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
194,UWZM-F-0004451.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
195,UWZM-F-0004452.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
196,UWZM-F-0004453.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
197,UWZM-F-0004454.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
198,UWZM-F-0004455.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
199,UWZM-F-0004456.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
200,UWZM-F-0004457.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
201,UWZM-F-0004458.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
202,UWZM-F-0004459.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
203,UWZM-F-0004460.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
204,UWZM-F-0004461.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
205,UWZM-F-0004462.JPG,Cottus ,Cottidae,UWZM,Cottus bairdii,Cottus bairdii
206,UWZM-F-0004463.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
207,UWZM-F-0004464.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
208,UWZM-F-0004465.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
209,UWZM-F-0004466.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
210,UWZM-F-0004467.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
211,UWZM-F-0004468.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
212,UWZM-F-0004469.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
213,UWZM-F-0004470.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
214,UWZM-F-0004471.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
215,UWZM-F-0004472.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
216,UWZM-F-0004473.JPG,Cottus ,Cottidae,UWZM,Cottus carolinae,Cottus carolinae
217,UWZM-F-0004357.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
218,UWZM-F-0004474.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
219,UWZM-F-0004475.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
220,UWZM-F-0004476.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
221,UWZM-F-0004477.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
222,UWZM-F-0004478.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
223,UWZM-F-0004479.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
224,UWZM-F-0004480.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
225,UWZM-F-0004481.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
226,UWZM-F-0004482.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
227,UWZM-F-0004483.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
228,UWZM-F-0004484.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
229,UWZM-F-0004485.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
230,UWZM-F-0004486.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
231,UWZM-F-0004487.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
232,UWZM-F-0004488.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
233,UWZM-F-0004489.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
234,UWZM-F-0004490.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
235,UWZM-F-0004491.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
236,UWZM-F-0004492.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
237,UWZM-F-0004493.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
238,UWZM-F-0004494.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
239,UWZM-F-0004495.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
240,UWZM-F-0004496.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
241,UWZM-F-0004498.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
242,UWZM-F-0004499.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
243,UWZM-F-0004500.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
244,UWZM-F-0004501.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
245,UWZM-F-0004502.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
246,UWZM-F-0004503.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
247,UWZM-F-0004504.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
248,UWZM-F-0004505.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
249,UWZM-F-0004506.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
250,UWZM-F-0004507.JPG,Cottus ,Cottidae,UWZM,Cottus cognatus,Cottus cognatus
